index,salary,description_tokens
37819,,['excel']
37820,,"['hadoop', 'spark', 'python', 'sql']"
37821,,"['excel', 'powerpoint']"
37822,,"['python', 'tableau', 'sql']"
37823,,"['cognos', 'numpy', 'python', 'excel', 'power_bi', 'spreadsheet', 'matplotlib', 'r', 'sql', 'pandas', 'github']"
37824,,"['alteryx', 'dax', 'power_bi', 'sql']"
37825,,"['outlook', 'tableau', 'excel']"
37826,,"['ssis', 'sql']"
37827,,"['python', 'excel', 'power_bi'"
37828,,"['python', 'power_bi', 'tableau', '"
37829,,['sql']
37830,,
37831,,"['python', 'keras', 'pandas']"
37832,,"['snowflake', 'python', 'nosql', 'azure', 'sql']"
37833,,"['azure', 'sql']"
37834,,"['azure', 'sql']"
37835,,
37836,,
37837,,"['python', 'power_bi', 'tableau', 'r', 'aws', 'sql']"
37838,,['snowflak
37839,,
37840,,['c']
37841,,['sql']
37842,,"['spark', 'python"
37843,,
37844,,
37845,,[]
37846,,[]
37847,,
37848,,
37849,,
37850,,
37851,,
37852,,
37853,,
37854,,
37855,,
37856,,
37857,,
37858,,
37859,,['power_bi']
37860,,
37861,,['spreadsheet']
37862,,
37863,,
37864,,
37865,,"['power_bi', 'sap']"
37866,,
37867,,
37868,50 an hour,
37869,,['exc
37870,,[]
37871,,
37872,,
37873,,"['excel', 'powerpoint']"
37874,,"['hadoop', 'redshift', 'snowfl"
37875,,[]
37876,,
37877,99.4K a year,
37878,"118,603 a year",
37879,"118,603 a year",
37880,,[]
37881,,"['power_bi', 'word', 'powerpoint', 'excel', 'power_bi', 'sharepo"
37882,,"['excel', 'sql']"
37883,,['
37884,,
37885,,['p
37886,,
37887,,"['t-sql', 'power_bi',"
37888,,"['hadoop', 'spark', 'python', 'tableau', 'java', 'c++', 'sql', 'c']"
37889,,"['spark', 'pyspark', 'python', 'scala',"
37890,,"['pyspark', 'alte"
37891,,"['hadoop', 'spark', 'python', 'tableau', 'java', 'c++', 'sql', 'c']"
37892,,"['dax', 'tableau', 'sql', 'excel', 'power_bi']"
37893,,
37894,,
37895,,['sap']
37896,,
37897,,
37898,,['azure']
37899,,"['azure', 'python', 'sql', 'snowflake']"
37900,,"['hadoop', 'spark', 'python', 'tableau', 'java', 'c++', 'sql', 'c']"
37901,,"['hadoop', 'spark', 'python', 'ta"
37902,,
37903,,"['gcp', 'python', 'sql']"
37904,,"['sas', 'python', '"
37905,,
37906,,"['power_bi', 'python', 'r', 'tableau', 'excel', 'spss']"
37907,,"['bigquery', 'snowflake', 'python', 'matplotlib', 'aws', 'sql', 'pandas']"
37908,,"['hadoop', 'spark', 'python', 'tableau', 'java', 'c++', 'sql', 'c']"
37909,,"['redshift', 'python', 'r', 'sql', 'jupyter']"
37910,,"['excel', 'power_bi', 'sap', 'visio', 'tableau', 'sql']"
37911,,"['python', 'azure', 'jira', 'git']"
37912,,
37913,,"['gdpr', 'snowflake', 'tableau', 'aws']"
37914,,
37915,,"['gdpr', 'snowflake', 'tableau', 'aws']"
37916,,"['azure', 'aws']"
37917,,"['power_bi', 'postgres', 'tableau', 'sql']"
37918,,"['python', 'r']"
37919,,"['spreadsheet', 'excel']"
37920,,['snowfla
37921,,
37922,,['excel']
37923,,"['pyspark', 'numpy', 'redshift', 'python', 'postgresql', 'aws', 'pandas', 'sql']"
37924,,"['outlook', 'word', 'excel', 'powerpoint']"
37925,,['sql']
37926,,"['mysql', 'tableau', 'java', 'aws']"
37927,,"['power_bi', 'python', 'looker', 'tableau', 'sql']"
37928,,['snowfla
37929,,"['spark', 'numpy', 'python', 'tensorflow', 'scikit-learn', 'mxnet', 'azure', 'keras', 'r', 'sql', 'pytorch', 'pand"
37930,,"['excel', 'go']"
37931,,"['python', 'power_bi', 'tableau', 'sql']"
37932,,"['python', 'sql']"
37933,,
37934,,"['spark', 'gcp', 'python', 'github', 'sql', 'bigquery', 'redshift', 'aws']"
37935,,
37936,,
37937,,"['mysql', 'postgresql', 't-sql', 'postgres', 'c', 'mongo', 'sql']"
37938,,
37939,,
37940,,"['python', 'r', 'tableau', 'snowflak"
37941,,"['spark', 'python', 'sql']"
37942,,"['spark', 'python', 'sql']"
37943,,
37944,,['hado
37945,,['power_bi']
37946,,"['power_bi', 'python', 'r', 'word', 'powerpoint', 'sharepoint']"
37947,,[]
37948,,
37949,,
37950,,
37951,,
37952,,
37953,,"['sas', 'python', 'r', 'c', 'sql',"
37954,,
37955,,
37956,,
37957,,"['looker', 'sql']"
37958,,
37959,,
37960,,
37961,,"['tableau', 'excel']"
37962,,
37963,,
37964,,
37965,,"['jira', 'tableau', 'sql', 'excel']"
37966,,"['jira', 'tableau', 'sql', 'excel']"
37967,,"['python', 'r', 'sql', 'excel']"
37968,,
37969,,
37970,,"['spreadsheet', 'power_bi', 'looker', 'tabl"
37971,,
37972,,"['t-sql', 'word', 'excel', 'ssis', 'azure', 'aws', 'sql']"
37973,,
37974,,
37975,,
37976,,[]
37977,,[]
37978,,
37979,,
37980,,[]
37981,,"['bigquery', 'airflow', 'snowflake', 'power_bi', 'looker', 'azure', 'ta"
37982,,
37983,,"['python', 'azure', 'go'"
37984,,['azure']
37985,,"['pyspark', 'gcp', 'numpy', 'plotly', 'python', 'excel', 'looker', 'azure',"
37986,,['s
37987,,"['python', 'excel', 'sql']"
37988,,"['python', 'tableau', 'sql']"
37989,,[]
37990,,"['go', 'tableau', 'sql', 'power_"
37991,,
37992,,['snowfl
37993,,
37994,,"['power_bi', 'excel', 'power_bi', 'sharepoint', 'tableau']"
37995,,
37996,,
37997,,
37998,,"['pyspark', 'python', 'sql']"
37999,,"['outlook', 'power_bi', 'word', 'python', 'excel', 'powerpoint', 'tableau', 'r', 'sas', 'sql'"
38000,,"['outlook', 'power_bi', 'word', 'python', 'excel', 'powerpoint', 'tableau', 'r', 'sas', 'sql'"
38001,,
38002,,
38003,,"['css', 'javascript', 'ssrs', 'excel', 'ssis',"
38004,,[]
38005,,['p
38006,,"['pyspark', 'numpy', 'python',"
38007,,"['power_bi', 'ssrs', 'excel', 'power_bi', 'tableau', 'sql']"
38008,,"['power_bi', 'ssrs', 'excel', 'po"
38009,,"['python', 'tableau', 'r', 'sas', 'sql']"
38010,,
38011,,"['javascript', 'tableau']"
38012,,['power_bi']
38013,,"['bigquery', 'gcp', 'python', 'r', 'aws']"
38014,,"['snowflake', 'python', 'tableau', 'sql']"
38015,,"['julia', 'word', 'python', 'excel', 'powerpoint', 'r', 'sql']"
38016,,
38017,,
38018,,"['pyspark', 'azure', 'sql']"
38019,,
38020,,
38021,,
38022,,['e
38023,,"['numpy', 'plotly', 'snowflake', 'python', 'unix/linux', 'jira', 'aws', 'sas', 'sq"
38024,,
38025,,['sql']
38026,,[]
38027,,[]
38028,,[
38029,,
38030,,"['sas', 'sql']"
38031,,"['snowflake', 'tableau', 'sql', 'github']"
38032,,"['hadoop', 'spark', 'scala', 'azure']"
38033,,
38034,,
38035,,
38036,,"['outlook', 'word', 'snowflake', 'mysql', 'excel', 'visio', 'azure', '"
38037,,
38038,,
38039,,
38040,,
38041,,
38042,,
38043,,
38044,,
38045,,"['python', 'r', 'go', 'tableau', 'sql', 'excel"
38046,,
38047,,"['sas', 'python', 'r', 'c++', 'scala', 'tableau', 'java', 'sql', 'power_bi', 'spss', 'nosql']"
38048,,[]
38049,,[]
38050,,"['linux', 'sql', 'un"
38051,,
38052,,
38053,,
38054,,
38055,,
38056,,
38057,,
38058,17Ð22 an hour,
38059,20Ð22 an hour,[]
38060,20Ð22 an hour,[]
38061,,
38062,42Ð46 an hour,
38063,,
38064,,
38065,60Ð65 an hour,
38066,65Ð70 an hour,"['snowflake', 'python', 'azure']"
38067,65Ð70 an hour,"['snowflake', 'python', 'azure']"
38068,70Ð80 an hour,"['python', '"
38069,78Ð82 an hour,
38070,,
38071,60KÐ70K a year,
38072,75KÐ85K a year,
38073,80KÐ150K a year,[]
38074,95KÐ120K a year,
38075,95KÐ,
38076,100KÐ120K a year,
38077,120KÐ125K a year,"['spark', 'py"
38078,120KÐ200K a year,
38079,124KÐ178K a year,['r']
38080,,
38081,150KÐ180K a year,
38082,155KÐ165K a year,['aws']
38083,180KÐ240K a year,
38084,,
38085,,"['snowflake', 'power_bi']"
38086,,"['go', 'azure', 'sql']"
38087,,['m
38088,,
38089,,"['excel', 'powerpoint']"
38090,,
38091,,"['python', 'exce"
38092,,"['python', 'r', 'tableau', 'sql', 'power_bi"
38093,,"['vba', 'visual_basic', 'r', 'tablea"
38094,,"['vba', 'visual_basic', 'r', 'tablea"
38095,,
38096,,
38097,,
38098,,[]
38099,,
38100,,
38101,,
38102,,
38103,,['sp
38104,,[]
38105,,"['power_bi', 'word', 'python', 'excel', 'power_bi', 'powerpoint', 'azure', 'tableau', 'aws', 'java', 'r', 'c++', 's"
38106,,"['outlook', 'power_bi', 'excel', 'power_bi', 'powerpoint', 'tableau', 'sql']"
38107,,
38108,,"['sas', 'python', 'scikit-learn', 'r', 'pytorch', 'tensorflow', 'sql"
38109,,"['cognos', 'numpy', 'python', 'excel', 'power_bi', 'spreadsheet', 'matplotlib', 'r', 'sql', 'pandas', 'github']"
38110,,"['power_bi', 'groovy', 'python', 'power_bi', 'postgresql', 'docker', 'postgres', 'jira', 'tableau', 'node.js', 'r', 'java', 'bitbucket', 'sql']"
38111,,
38112,,[]
38113,,[]
38114,,"['power_bi', 'tableau']"
38115,,"['powerpoint', 'tableau', 'excel']"
38116,,['powerpoint']
38117,,"['power_bi', 'alteryx', 'python', 'power_bi'"
38118,,"['qlik', 'crystal', 'ssrs', 'excel', 'power_bi', 'spss', 'nosql', 'sap', 'tableau', 'sas', 'sq"
38119,,"['hadoop', 'azure', 'spark', 'python', 'r', 'tableau', 'aws']"
38120,,['sharepoint']
38121,,[]
38122,,[]
38123,,[]
38124,,
38125,,['sharepoint']
38126,,['excel']
38127,,"['python', 'wor"
38128,,
38129,,
38130,,[]
38131,,"['sas', 'power_bi', 'python', 'r'"
38132,,
38133,,[]
38134,,"['powerpoint', 'jira', 'excel']"
38135,,"['tableau', 'sql']"
38136,,"['word', 'excel', 'p"
38137,,
38138,,
38139,,
38140,,
38141,,
38142,,
38143,,
38144,,
38145,,
38146,,
38147,,
38148,,
38149,,
38150,,
38151,,
38152,,
38153,,
38154,,
38155,,['alteryx']
38156,,
38157,,"['excel', 'power_bi', 'tableau', 'sql']"
38158,,"['excel', 'power_bi', 'tableau', 'sql']"
38159,,
38160,,
38161,,
38162,,['power_
38163,,"['spreadsheet', 'sql', 'excel']"
38164,,
38165,,
38166,,['qlik']
38167,,['qlik']
38168,,[]
38169,,
38170,,"['power_bi', 'unix/linux', 'sql']"
38171,,[]
38172,,[]
38173,,"['qlik', 'power"
38174,,"['airflow', 'azure', 'sql']"
38175,50 an hour,"['ssrs', 'excel', 'ssis', 'sharepoint', 'sql']"
38176,,"['excel', '"
38177,,"['python', 'tableau', 'sql']"
38178,,"['sql', 'c']"
38179,,
38180,,"['excel', 'power_bi', 'tableau', 'sas', 'sql']"
38181,,"['hadoop', 'spark', 'python', 'tableau', 'java"
38182,,[]
38183,,
38184,,
38185,,"['gcp', 'javascript', 'snowflake', 'python', 'unix/linux', 'sap', 'azure', 'linux', 'tableau', 'aws', 'ja"
38186,,"['postgres', 'tableau', 'sql']"
38187,,"['postgres', 'tableau', 'sql']"
38188,,[]
38189,,[]
38190,,[]
38191,,
38192,,
38193,,"['power_bi', 'sap', 'tableau']"
38194,,
38195,,"['snowflake', 'azure', 'jira', 'aws', 'sql']"
38196,,"['outlook', 'sas', 'py"
38197,,"['numpy', 'python', 'scikit-learn', 'matplotlib', 'sql', 'pandas']"
38198,,"['alteryx', 'tableau', 'jira', 'sql']"
38199,,
38200,,"['hadoop', 'spark', 'snowflake', 'python', 'tensorflow', 'azure', 'keras', 'pytorch', 'sql', 'nltk']"
38201,,
38202,,
38203,,[]
38204,,
38205,,
38206,,"['vba', 'python', 'power_bi', 'tableau', 'sql', 'c']"
38207,,"['python', 'looker', 'tableau', 'sql']"
38208,,"['qlik', 'excel', 'power_bi']"
38209,,
38210,,
38211,,
38212,,"['hadoop', 'spark', 'python', 'tableau', 'java', 'c++', 'sql', 'c']"
38213,,"['hadoop', 'spark', 'python', 'ta"
38214,,
38215,,
38216,,
38217,,
38218,,
38219,,
38220,,"['tensorflow', 'keras', 'pytorch']"
38221,,
38222,,
38223,,
38224,,
38225,,"['hadoop', 'spark', 'python', 'ta"
38226,,"['power_bi', 'python', 'r', 'powerpoint', 'tableau', 'sql', 'excel']"
38227,,"['python', 'scala', 'java', 'c++', 'sql']"
38228,,['
38229,,
38230,,
38231,,"['power_bi', 'ssrs',"
38232,,
38233,,"['hadoop', 'spark', 'gcp', 'shell', 'airflow', 'python', 'scala', 'nosql', 'docker', 'az"
38234,,"['c++', 'jira', 'sql']"
38235,,"['power_bi', 'excel', 'powerpoint', 'sql']"
38236,,"['tableau', 'sql', 'excel', 'power_bi']"
38237,,
38238,,"['word', 'excel', 'powerpoi"
38239,,
38240,,
38241,,
38242,,
38243,,
38244,,
38245,,[]
38246,,['spark'
38247,,[]
38248,,"['power_bi', 'azure']"
38249,,"['python', 'keras', 'r', 'pytorch', 'tensorflow', 'sql', 'mxnet']"
38250,,"['hadoop', 'spark', 'python', 'tableau', 'node.js', 'sql']"
38251,,['power_bi'
38252,,
38253,,"['hadoop', 'spark', 'gcp', 'python', 'azure', 'r', 'java', 'aws', 'sql']"
38254,,"['outlook', 'word', 'excel', 'powe"
38255,,"['outlook', 'word', 'excel', 'powerpoi"
38256,,"['r', 'python', 'power_bi', 'tableau']"
38257,,['python']
38258,,
38259,,"['dax', 'sql']"
38260,,"['c', 'go', 'tableau', 'sql']"
38261,,"['powerpoint', 'tableau', 'excel']"
38262,,
38263,,[]
38264,,"['python', 'azure', 'r', 'aws', 'sas']"
38265,,"['spreadsheet', 'word']"
38266,,"['spreadsheet', 'word']"
38267,,
38268,,"['hadoop', 'alteryx', 'power_bi', 'python', 'r', 'tableau', 'sql', 'excel']"
38269,,"['hadoop', 'alteryx', 'power_bi', 'python', 'r', 'tableau', 'sql', 'excel']"
38270,,['h
38271,,"['python', 'sql']"
38272,,
38273,,
38274,,
38275,,
38276,,
38277,,
38278,,
38279,,
38280,,"['spark', 'postgres', 'airflow', 'sql', 'redshift', 'snowflake', 'aws']"
38281,,[]
38282,,[]
38283,,"['looker', 'sql', 'bigquery']"
38284,,
38285,,
38286,,
38287,,"['python', 'looker', 'r', 'jira', 'tableau', 'sql', 'excel']"
38288,,"['python', 'sql']"
38289,,
38290,,
38291,,
38292,,"['snowflake', 'python', 'git', 'sql']"
38293,,"['python', 'power_bi', 'tensorflow', 'nosql', 'azure', 'keras', 'r', '"
38294,,
38295,,"['spark', 'python', 'r', 'sql', 'redshift', 'snowflake']"
38296,,
38297,,
38298,,"['sql', 'sharepoint']"
38299,,
38300,,
38301,,
38302,,"['sql', 'power_bi']"
38303,,
38304,,
38305,,
38306,,
38307,,
38308,,
38309,,"['sas', 'unix/linux', 'word', 'go', 'sql', 'excel', 'power_bi', '"
38310,,
38311,,"['python', 'tableau', 'r', 'sql']"
38312,,"['python', 'tableau', 'r', 'sql']"
38313,,"['python', 'sql']"
38314,,"['python', 'c++', 'pytorch', 'c', 'go', 'tensorflow']"
38315,,"['sas', 'python', 'r']"
38316,,"['sas', 'python', 'r']"
38317,,
38318,,[]
38319,,"['spark', 'pyspark', 'python', 'power_bi', 'azure', 'sql']"
38320,,"['pandas', 'python', 'scikit-learn', 'pytorch', 'sql', 'numpy', 'snowflake']"
38321,,
38322,,
38323,,
38324,,"['spreadsheet', 'excel']"
38325,,"['python', 'r', 'jira', 'bigquery', 'excel', 'power_bi']"
38326,,[]
38327,,
38328,,"['excel', 'sql']"
38329,,"['bigquery', 'power_bi', 'airflow', 'snowflake', 'looker', 'tableau"
38330,,"['bigquery', 'power_bi', 'airflow', 'snowflake', 'looker', 'tableau"
38331,,"['python', 'tableau'"
38332,,
38333,,
38334,,
38335,,"['python', 'r', 'tableau', 'sql', 'excel', 'power_bi']"
38336,,
38337,,
38338,,"['spark', 'airflow', 'redshift', 'snowflake', 'python"
38339,,
38340,,[]
38341,,[]
38342,,
38343,,['sn
38344,,['sn
38345,,
38346,,
38347,,
38348,,
38349,,"['looker', 'sql']"
38350,,
38351,,
38352,,
38353,,"['numpy', 'python']"
38354,,
38355,,"['outlook', 'power_bi', 'word', 'excel', 'power"
38356,,
38357,,
38358,,
38359,,
38360,,[]
38361,,
38362,,
38363,,"['python', 'ssis', 'azure', 'sql']"
38364,,"['tableau', 'sql']"
38365,,
38366,,
38367,,['sql']
38368,,[]
38369,,['sql']
38370,,
38371,,"['python', 'excel', 'tableau', 'r', 'sql']"
38372,,"['python', 'aws', 'sql']"
38373,,['python']
38374,,['python']
38375,,
38376,,"['power_bi', 'go']"
38377,,[]
38378,,"['looker', 'c', 'sql']"
38379,,['sql']
38380,,"['python', 'azure', 'sql']"
38381,,['power_bi']
38382,,"['go', 'sql']"
38383,,
38384,,"['t-sql', 'power_bi', 'tableau', 'sql']"
38385,,['gdpr']
38386,,[]
38387,,[]
38388,,"['power_bi', 'tableau']"
38389,,"['power_bi', 'looker'"
38390,,
38391,,['ta
38392,,
38393,,"['power_bi', 'snowflake', 'dax', 'python', 'excel', 'power_bi', 'powerpoint', 'github'"
38394,,"['power_bi', 'snowflak"
38395,,
38396,,"['hadoop', 'spss', 'sas',"
38397,,"['hadoop', 'spss', 'sas',"
38398,,
38399,,
38400,,
38401,,
38402,,"['bigquery', 'python', 'sql']"
38403,,"['t-sql', 'python', 'excel', 'powerpoint', 'spreadsheet', 'go', 'tableau', 'r', 'sas', 'sql']"
38404,,"['python', 'excel', 'r', 'sql']"
38405,,"['python', 'excel', 'r', 'sql']"
38406,,
38407,,"['mongodb', 'power_bi', 'qlik', 'tableau', 'pl/sql', 'sql', 'snowflake"
38408,,"['mongodb', 'power_bi', 'qlik', 'tableau', 'pl/sql', 'sql', 'snowflake', 'nosql']"
38409,,
38410,,
38411,,[]
38412,,
38413,,[]
38414,,
38415,,
38416,,
38417,,
38418,,
38419,,
38420,,
38421,,['excel']
38422,,
38423,,['pytho
38424,20Ð50 an hour,[]
38425,25Ð30 an hour,
38426,25Ð30 an hour,
38427,35Ð38 an hour,
38428,35Ð40 an hour,"['power_bi', 'excel', 'sql']"
38429,35Ð40 an hour,"['power_bi', 'excel', 'sql']"
38430,37Ð43 an hour,[
38431,40Ð60 an hour,
38432,45Ð55 an hour,
38433,45Ð60 an hour,"['r', 'javascript', 'python', 'vue',"
38434,,
38435,70KÐ75K a year,
38436,80KÐ90K a year,
38437,65KÐ105K a year,
38438,65KÐ105K a year,
38439,87KÐ101K a year,
38440,90KÐ100K a year,"['python', 'power_bi', 'tableau', 'matlab', 'sql']"
38441,90KÐ115K a year,
38442,90KÐ120K a year,
38443,90KÐ120K a year,
38444,100KÐ110K a year,['python
38445,,
38446,100KÐ120K a year,
38447,100KÐ130K a year,
38448,120KÐ140K a year,"['airflow', 'python', 'golang', 'aws']"
38449,,
38450,125KÐ140K a year,['powershell'
38451,125KÐ180K a year,
38452,125KÐ180K a year,
38453,,
38454,140KÐ160K a year,
38455,,
38456,,['w
38457,,['
38458,,"['r', 'python']"
38459,,"['python', 'sql']"
38460,,"['sql', 'excel', 'power_bi']"
38461,,
38462,,
38463,,[]
38464,,[]
38465,,"['hadoop', 'spark', 'pyspark', 'gcp', 'redshift', 'snowflake', 'python', 'scala', 'nosql', 'azure', 'aws', 'sql']"
38466,,"['gcp', 'python', 'excel', 'nosql', 'tableau', 'r',"
38467,,
38468,,
38469,,"['numpy', 'python', 'tensorflow', 'scikit-learn', 'r', 'sql', 'pandas']"
38470,,
38471,,
38472,,"['spark', 'power_bi', 'r', 'atlassian', 'jira', 'sql', 'snowflake', 'excel', 'power_bi']"
38473,,"['excel', 'powerpoint']"
38474,,['sharepoint']
38475,,"['python', 'r', 'sql']"
38476,,['sql']
38477,,['sql']
38478,,"['hadoop', 'py"
38479,,
38480,,
38481,,"['spark', 'python', 'postgres', 'r', 'git', 'powerpoint', 'scala', 'jira', 'java', 'sql', 'excel', 'visio', 'aws']"
38482,,"['spark', 'python', 'postgres', 'r', 'git', 'powerpoint', 'scala', 'jira', 'java', 'sql', 'excel', 'visio', 'aws']"
38483,,"['outlook', 'tableau', 'excel']"
38484,,"['spark', 'snowflake', 'python', 'postgresql', 'assembly', 'scala', 'nosql', 'tableau', 'aws']"
38485,,
38486,,
38487,,
38488,,
38489,,"['power_bi', 'qlik', 'tableau', 'sql']"
38490,,"['sas', 'power_bi', 'javascript', 'python', 'c"
38491,,[]
38492,,"['sas', 'power_bi', 'python', 'r', 'tableau', 'sql', 'excel', 'spss']"
38493,,"['outlook', 'spreadsheet',"
38494,,"['azure', 'word', 'exce"
38495,,
38496,,"['python', 'tensorflow', 'pytorch']"
38497,,[]
38498,,['go']
38499,,
38500,,[]
38501,,['sharepoint']
38502,,[
38503,,[
38504,,"['python', 'bash', 'linux', 'sql']"
38505,,"['excel', 'power_bi', 'sql']"
38506,,"['gitlab', 'mysql', 'python', 'postgres', 'java', 'sql']"
38507,,
38508,,
38509,,
38510,,
38511,,
38512,,
38513,,
38514,,
38515,,
38516,,
38517,,"['python', 'r', 'sql', 'excel']"
38518,,
38519,,
38520,,
38521,,"['python', 'r']"
38522,,
38523,,
38524,,[]
38525,,['go']
38526,,['go']
38527,,[]
38528,,
38529,,
38530,,
38531,,[]
38532,,[]
38533,,
38534,,
38535,,
38536,,['sql']
38537,,
38538,,
38539,,
38540,,
38541,,
38542,,
38543,,
38544,,
38545,35 an hour,
38546,,
38547,,
38548,,"['hadoop', 'spark', 'redshift', 'snowflake', 'scala', 'aws', 'sql']"
38549,,"['gcp', 'seaborn', 'snowflake', 'python', 'azure', 'tableau', 'matplotlib', 'aws', 'sql']"
38550,,"['power_bi', 'python', 'r', 'sas', 'sql']"
38551,,"['python', 'tableau', 'sql']"
38552,,"['sas', 'sql']"
38553,,
38554,,
38555,,
38556,,
38557,,['jira']
38558,,['jira']
38559,,"['power_bi', 'python', 'sql']"
38560,,"['word', 'excel', 'powerpoint', 'sharepoint']"
38561,,"['azure', 'sql', 'snowflake', 'excel', 'power_bi']"
38562,,
38563,,
38564,,"['snowflake', 'python', 'aws'"
38565,,[]
38566,,"['power_bi', 'azure', 'git', 'sql']"
38567,,
38568,,"['python', 'r', 'sql']"
38569,,['sql']
38570,,"['spreadsheet', 'dax', 'sql', 'power_bi']"
38571,,"['excel', 'power_bi', 'powerpoint']"
38572,,"['tableau', 'sql', 'excel', 'power_bi']"
38573,,"['tableau', 'sql', 'excel', 'power_bi']"
38574,,"['r', 'sas', 'sql']"
38575,,"['python', 'excel', 'looker', 'sql']"
38576,,"['power_bi', 'snowflake', 'python', 'sql']"
38577,,
38578,,"['excel', 'tableau']"
38579,,"['power_bi', '"
38580,,"['power_bi', 'excel', 'tableau', 'sql']"
38581,,[]
38582,,
38583,,"['python', 'scala', 'java', 'c++', 'sql']"
38584,,"['hadoop', 'spark', 'python', 'tableau', 'java', 'c++', 'sql', 'c']"
38585,,
38586,,"['python', 'excel', 'sql']"
38587,,"['spark', 'py"
38588,,"['spark', 'py"
38589,,"['hadoop', 'mysql', 'postgresql', 'spark', 'pytorch', 'tensorflow', 'sql', 'snowflake']"
38590,,"['hadoop', 'mysql', 'postgresql', 'spark', 'pytorch', 'tensorflow', 'sql', 'snowflake']"
38591,,"['redshift', 'python', 'aws']"
38592,,['sql']
38593,,"['t-sql', 'power_bi', 'python', 'excel', 'scala', 'spss', 'visio', 'tableau', 'r', 'java', 'pl/sql', 'sas',"
38594,,"['t-sql', 'power_bi', 'python', 'excel', 'scala', 'spss', 'visio', 'tableau', 'r', 'java', 'pl/sql', 'sas',"
38595,,"['outlook', 'sas',"
38596,,"['outlook', 'sas',"
38597,,"['go', 'sql']"
38598,,
38599,,
38600,,"['spark', 'python', 'r', 'sql']"
38601,,
38602,,['azure']
38603,,"['jira', 'sql']"
38604,,"['power_bi', 'tableau', 'sql']"
38605,,
38606,,['bigq
38607,,
38608,,"['outlook', 'redshift', 'tableau', 'aws', 'sql']"
38609,,"['python', 'power_bi'"
38610,,
38611,,"['js', 'vue', 'javascript', 'python', 'golang', 'postgresql', 'redis', 'go', 'docker', 'java',"
38612,,
38613,,"['asp.net', 'azure', 'r', 'aws', 'sql', 'c']"
38614,,"['powershell', 'excel', 'azure', 'linux', 'sql']"
38615,,"['shell', 'python', 'unix/linux', 'r', 'unix']"
38616,,"['snowflake', 'python', 'aws', 'sql']"
38617,,"['python', 'excel', 'tableau', 'r', 'sql']"
38618,,"['vba', 'excel']"
38619,,"['vba', 'excel']"
38620,,
38621,,"['numpy', 'seaborn', 'python', 'matplotlib', 'aws', 'sql', 'pandas']"
38622,,['sql']
38623,,['sql']
38624,,"['cognos', 'crystal', 'excel', 'sas', 'sql']"
38625,,
38626,,"['bigquery', 'python', 'looker', 'sql']"
38627,,"['python', 'excel', 'looker', 'sql']"
38628,,"['sas', 'r', 'word', 'powerpoint', 'tableau', 'sql', 'excel', 'power_bi']"
38629,,"['sas', 'r', 'word', 'powerpoint', 'tableau', 'sql', 'excel', 'power_bi']"
38630,,"['sas', 'r', 'word', 'powerpoint', 'tableau', 'sql', 'excel', 'power_bi']"
38631,,"['qlik', 'sql']"
38632,,"['qlik', 'sql']"
38633,,"['r', 'sas']"
38634,,['excel']
38635,,"['python', 'r', 'powerpoint', 'tableau', 'sql', 'gdpr', 'excel']"
38636,,['outlook']
38637,,[]
38638,,
38639,,"['spreadsheet', 'pandas', 'cognos', 'python', 'matplotlib', 'r', 'github', 'sql', 'numpy', 'excel', 'power_bi']"
38640,,"['cognos', 'crystal', 'ssrs', 'python', 'power_bi', 'tableau', 'r', '"
38641,,"['cognos', 'crystal', 'ssrs', 'python', 'power_bi', 'tableau', 'r', '"
38642,,"['word', 'azure', 'jira', 'sql']"
38643,,"['power_bi', 'dax', 'snowflake', 'power_bi', 'azure', 'aws', 'sql']"
38644,,"['python', 'go', 'looker', 'sql']"
38645,,
38646,,
38647,,
38648,,
38649,,
38650,,"['power_bi', 'snowflake', 'tableau', 'jira', 'sql']"
38651,,['python']
38652,,[]
38653,,[]
38654,,[]
38655,,
38656,,"['hadoop', 'spark', 'power_bi', 'python', 'azure', 'tableau', 'r', 'aws', 'sql']"
38657,,
38658,,"['sql', 'excel']"
38659,,['sql']
38660,,"['spreadsheet', 'dax', 'sql', 'power_bi']"
38661,,"['gitlab', 'sql', 'github', 'jupyter']"
38662,,"['pyspark', 'snowflake', 'python', 'azure', 'sql']"
38663,,['python']
38664,,"['excel', 'power_bi', 'tableau', 'sql']"
38665,,"['python', 'looker', 'r', 'sql']"
38666,,"['spreadsheet', 'pandas', 'cognos', 'python', 'matplotlib', 'r', 'github', 'sql', 'numpy', 'excel', 'power_bi']"
38667,,[]
38668,,"['python', 'looker', 'r', 'sql']"
38669,,['python
38670,,"['pandas', 'python', 'scikit-learn', 'r', 'sql']"
38671,,
38672,,['pyspark'
38673,,
38674,,
38675,,
38676,,
38677,,
38678,,
38679,,
38680,,
38681,,
38682,,['excel']
38683,,"['word', 'vba', 'excel', 'power_bi', 'sql']"
38684,,"['sas', 'python', 'r', 'sql', 'snowflake', 'spss']"
38685,,
38686,,['sql']
38687,,
38688,,"['spreadsheet', 'python', 'r"
38689,,"['excel', 'sql']"
38690,,
38691,,"['python', 'spreadsheet', 'r', 'tableau', 'sql', 'power_bi']"
38692,,"['redshift', 'tableau', 'aws', 'sql']"
38693,,['pyspark']
38694,,
38695,,"['python', 'r', 'tableau', 'snowfla"
38696,,
38697,,"['python', 'r', 'airflow', 'tableau', 'sql', 'snowflake']"
